name,positive_ratio,total_reviews,price,owners_mid,average_playtime,median_playtime,genre_Indie,genre_Action,genre_Adventure,genre_Casual,genre_Strategy,genre_Simulation,genre_RPG,genre_Early Access,genre_Free to Play,genre_Sports,cat_Single-player,cat_Steam Achievements,cat_Steam Trading Cards,cat_Steam Cloud,cat_Full controller support,cat_Partial Controller Support,cat_Multi-player,cat_Steam Leaderboards,kmeans_cluster,dbscan_cluster
Richard & Alice,0.7272727272727273,363,4.79,75000.0,332,332,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
The Journey Down: Chapter One,0.8748787584869059,1031,5.99,350000.0,303,327,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
In The Long Run The Game,0.35294117647058826,17,7.19,10000.0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,4,-1
Magic Wand,0.9444444444444444,36,2.79,10000.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
Critical Annihilation,0.9175257731958762,194,4.79,10000.0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,2,-1
Hybrid Animals,0.593939393939394,330,4.99,35000.0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4,-1
HyperParasite,0.967741935483871,31,6.19,10000.0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1
Crown and Council,0.6267409470752089,718,0.0,150000.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Ripped Pants at Work,0.8333333333333334,24,2.09,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1
Endless Jade Sea -Midori no Umi-,0.8518518518518519,108,1.69,10000.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
Reignman（掌控者）,0.7857142857142857,28,2.89,10000.0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Bad Pad,0.92,25,10.29,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Zup! Zero,0.9256559766763849,1372,0.79,75000.0,187,204,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
Samozbor: Rebellion,0.8181818181818182,11,0.79,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Burst Fighter,1.0,13,6.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,-1
The Shadowland,0.6129032258064516,31,0.79,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
Weable,0.847457627118644,59,0.79,35000.0,205,205,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
Cosmonator,0.9655172413793104,29,5.19,10000.0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,2,-1
Turret Architect,0.5102040816326531,49,0.79,10000.0,254,258,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4,-1
Game Builder,0.8888888888888888,180,0.0,75000.0,3,3,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,4,-1
System Goose Overload,0.9302325581395349,43,0.0,10000.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-1
Shaolin vs Wutang,0.9378068739770867,611,10.99,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,-1
Tallowmere,0.9325842696629213,623,2.89,35000.0,420,487,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,-1
Women's Soccer Manager,0.7413793103448276,58,0.0,35000.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,-1
Depth,0.8657230150442821,25857,14.99,1500000.0,791,486,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,-1
Ambition of the Slimes,0.9230769230769231,13,3.99,10000.0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,4,-1
Zimbo,0.3898305084745763,118,0.79,10000.0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,-1
The Samaritan Paradox,0.7518248175182481,137,4.99,35000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2
Marching Simulator,0.7575757575757576,33,0.0,10000.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,4,-1
Collapse,0.7215189873417721,474,14.99,75000.0,114,114,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-1
Eternal Step,0.7142857142857143,42,6.99,10000.0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,-1
The Long Reach,0.8775510204081632,147,12.99,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1
Erotic Jigsaw Challenge Vol. 1,0.8095238095238095,21,0.79,10000.0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Tesla vs Lovecraft,0.8872017353579176,461,10.99,35000.0,131,131,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,2,-1
Picross Touch,0.9142857142857143,630,0.0,75000.0,4420,4420,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,2,-1
Planet Centauri,0.8163793103448276,1160,11.99,75000.0,947,947,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,-1
Oliver's Adventures in the Fairyland,0.9,20,3.99,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Solas and the White Winter,0.6666666666666666,21,7.19,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-1
Aurora Dusk: Steam Age,0.8361581920903954,177,6.99,35000.0,244,244,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,4,-1
Sexy Serial Killer,0.5068493150684932,73,2.09,10000.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
City VR,0.5714285714285714,14,10.99,10000.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
The Gardens Between,0.9368029739776952,269,15.49,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-1
Time Carnage VR,0.8,50,14.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
EMPORIUM,0.7117117117117117,111,1.59,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,-1
Bombernauts,0.9186991869918699,123,6.99,35000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,-1
Stormbound,0.6743589743589744,390,0.0,75000.0,54,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,-1
Cavesweeper,1.0,14,1.99,10000.0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,-1
VilleTown,0.8666666666666667,15,3.99,10000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,-1
Twixel,0.8666666666666667,15,1.69,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,-1
GACHIMUCHI M♂NLY PUZZLE,0.8863636363636364,44,0.9,10000.0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,-1
Evil Bank Manager,0.7800632911392406,632,9.29,35000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Struckd - 3D Game Creator,0.6255924170616114,211,0.0,75000.0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-1
Adventure Time: Finn and Jake's Epic Quest,0.7482352941176471,425,6.99,35000.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-1
Glitch,0.5033112582781457,302,0.0,75000.0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,-1
Black Squad,0.7525236733964624,44776,0.0,7500000.0,1835,42,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4,-1
Syberia 3,0.4932182490752158,1622,23.79,150000.0,1302,1523,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,-1
Command HQ,0.9696969696969697,33,4.99,35000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
OZMAFIA!!,0.8805970149253731,335,26.99,10000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1
Unknown Battle,0.3024390243902439,615,2.79,350000.0,326,376,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
Modern Combat 5,0.43213499633162145,1363,0.0,350000.0,129,69,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,-1
Rebel Galaxy,0.8527002173549574,5981,14.99,750000.0,618,912,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,-1
Bicyclism EP,0.6842105263157895,19,5.79,10000.0,11,11,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,-1
Rise of the Argonauts,0.6721915285451197,543,4.99,350000.0,88,147,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1
BlazBlue: Continuum Shift Extend,0.9189686924493554,1086,14.99,150000.0,167,167,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,-1
Dark Ghost RPG,0.36363636363636365,11,4.79,10000.0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,-1
INIT.,0.1875,16,1.59,10000.0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,-1
Djilyaro,0.5,12,0.79,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Empires of the Undergrowth,0.9125816993464052,1224,15.99,75000.0,863,863,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
Jettomero: Hero of the Universe,0.8414634146341463,82,9.99,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-1
Gary the Gull,0.43333333333333335,30,0.0,10000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Katamari Damacy REROLL,0.9059967585089141,617,15.99,35000.0,105,105,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Dungeon Girl,0.5357142857142857,28,8.99,10000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Guise Of The Wolf,0.3316582914572864,199,1.99,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,-1
Frantic Dimension,0.9473684210526315,19,0.0,10000.0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,-1
The Next World,0.7126436781609196,87,9.99,35000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
March of Empires,0.5469798657718121,298,0.0,75000.0,3,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,4,-1
Play Cube with Uncle Billy,0.6428571428571429,14,0.79,10000.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Band of Defenders,0.5397350993377483,302,10.99,75000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
Infinite Fall,0.5882352941176471,17,0.79,10000.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Steno Arcade,0.75,168,0.0,75000.0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,-1
Header Goal VR: Being Axel Rix,0.8823529411764706,17,3.99,10000.0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2,-1
"持猫少女凯蒂/Kaidi, armed with a cat",1.0,18,0.79,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
FlyInside Flight Simulator,0.7741935483870968,62,27.79,10000.0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,4,-1
X-COM: Apocalypse,0.8872340425531915,470,2.99,750000.0,18,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Archipelago,0.6511627906976745,43,0.79,10000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Atomic Society,0.7489878542510121,247,11.99,10000.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
Clocker 铸时匠,0.9523809523809523,105,9.29,10000.0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,-1
The Pirate: Plague of the Dead,0.7165605095541401,314,0.0,150000.0,11,11,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,4,-1
Pixel Puzzles Mosaics,0.8571428571428571,21,6.99,10000.0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,-1
The Sea Eternal,0.4166666666666667,24,2.89,10000.0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,-1
Platypus,0.9090909090909091,308,4.99,75000.0,260,267,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1
Divinity II: Developer's Cut,0.8194103194103194,2442,14.99,750000.0,2511,70,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-1
MC Lars: The Video Game,0.8333333333333334,12,3.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
Deck Casters,0.9316239316239316,117,12.39,10000.0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1
Welcome to Princeland,0.8690476190476191,84,3.99,10000.0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,-1
Take the Cake,0.7,10,3.99,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,-1
Divided We Fall: Play For Free,0.5393939393939394,165,0.0,10000.0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,4,-1
Heli Heroes,0.45625,320,3.99,350000.0,282,273,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,-1
CrazyCars3D,0.6600985221674877,203,1.99,75000.0,243,241,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,-1
Space Wars: Interstellar Empires,0.655367231638418,177,0.0,75000.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,4,-1
Beckett,1.0,40,7.19,10000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Tribloos 2,0.8264150943396227,265,3.99,150000.0,243,275,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,-1
Speedy Girls - Dream Team,0.2608695652173913,23,3.99,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
aMAZE Untouchable,0.8275862068965517,29,0.79,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Divine Slice of Life,0.6973180076628352,261,7.19,35000.0,284,284,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Temple Escape,0.85,40,1.69,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,-1
Perils of Man,0.8012820512820513,156,6.99,35000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
Inquisitor,0.6680161943319838,494,6.99,150000.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-1
Fimbul,0.6666666666666666,21,14.99,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-1
Magnifico,0.5765765765765766,111,3.99,75000.0,6,6,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,-1
PuzzleQuest: Challenge of the Warlords,0.875195007800312,641,6.99,150000.0,52,52,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,-1
Thunder Wolves,0.860730593607306,438,7.99,150000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,-1
Santa's Special Delivery,0.9,10,1.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,-1
Eisenwald: Blood of November,0.552,125,5.99,35000.0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,-1
The Mummy Demastered,0.8018018018018018,222,15.49,10000.0,299,299,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Let Hawaii Happen VR,0.56,25,0.0,10000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
Woodle Tree 2: Worlds,0.7217741935483871,248,2.79,75000.0,381,381,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,-1
Undead vs Plants,0.35714285714285715,42,4.99,10000.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Mr Husky,0.9166666666666666,24,1.69,10000.0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,-1
The Curse of Nordic Cove,0.5357142857142857,28,0.79,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
The Zwuggels - A Beach Holiday Adventure for Kids,0.9705882352941176,34,2.39,10000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1
Cally's Caves 3,0.8192488262910798,426,5.99,35000.0,221,221,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,-1
The Prison Experiment: Battle Royale,0.3707865168539326,89,2.09,10000.0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4,-1
Cat's Bar,0.6666666666666666,33,1.69,10000.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,4,-1
This Merchant Life,0.7352941176470589,34,5.99,10000.0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4,-1
Pure Chess Grandmaster Edition,0.673469387755102,98,11.99,10000.0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,4,-1
Workers & Resources: Soviet Republic,0.8148809523809524,1680,19.99,75000.0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,-1
Anna - Extended Edition,0.6422823701536211,1367,7.99,350000.0,269,269,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
BFF or Die,0.8571428571428571,21,9.99,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
Psychopathics,0.6818181818181818,22,1.69,10000.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Oppai Puzzle,0.922077922077922,77,0.79,10000.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Click Space Miner,0.36363636363636365,22,1.69,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
It's Quiz Time,0.75,48,15.99,10000.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,2,-1
Lazerbait,0.9720812182741116,394,0.0,75000.0,13,13,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,-1
SAMURAI WARRIORS 4-II,0.7788065843621399,972,39.99,35000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,-1
Katy and Bob: Safari Cafe,0.8571428571428571,42,3.99,35000.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,-1
Grobda Remix,0.7414104882459313,553,1.69,150000.0,143,211,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,-1
Fighters Unleashed,0.14285714285714285,14,2.09,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
Voxel Shot VR,1.0,12,9.99,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Nakawak: Expanded Color Edition,0.8181818181818182,22,2.89,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
Audio Arena,0.8695652173913043,23,4.99,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,-1
NeoBoom,0.3611111111111111,36,0.79,10000.0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,-1
Dog Jam,0.8666666666666667,15,3.99,10000.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,-1
Therian Saga,0.691358024691358,324,0.0,75000.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,-1
Peggle™ Nights,0.9387755102040817,392,4.25,350000.0,237,237,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
The Underground Man,0.8342287029930928,1303,1.99,75000.0,102,102,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2
And Yet It Moves,0.692090395480226,1062,6.99,350000.0,17,22,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
egg is broken. heart is too.,0.8823529411764706,17,3.99,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
Highland Warriors,0.55,20,5.59,10000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1
CINEVR - The Movie Theater,0.4482758620689655,29,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,-1
The Pillage,0.9259259259259259,27,0.79,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1
AntharioN,0.66875,160,10.99,10000.0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
Another Perspective,0.8719723183391004,289,4.79,35000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
HEPH,0.7222222222222222,18,2.09,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
I ♥ You!,0.726027397260274,73,0.79,10000.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
FEAST: Book One «Family Ties»,0.7534246575342466,73,0.0,10000.0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,-1
THE KING OF FIGHTERS XIV STEAM EDITION,0.8074894514767933,1896,44.99,150000.0,381,429,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,-1
心之檻,0.8028169014084507,71,5.79,10000.0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,-1
Tank Brawl,0.6666666666666666,33,3.99,10000.0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,-1
Paper Dungeons Crawler,0.7272727272727273,22,7.19,10000.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-1
Chinese Souls-Hua Garden/华夏园,0.5454545454545454,33,2.89,10000.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
Relativity,0.9090909090909091,11,1.59,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
This Strange Realm Of Mine,0.8285714285714286,210,10.29,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1
A Study in Steampunk: Choice by Gaslight,0.9696969696969697,132,2.89,10000.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,-1
Luxor Evolved,0.9158878504672897,214,6.99,75000.0,94,94,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2,-1
The Maid_san's Caving Adventure - メイドさん洞窟探検 -,0.5625,16,1.59,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1
HOT PINK,0.9523809523809523,21,7.19,10000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,-1
Vulture for NetHack,0.6938775510204082,147,2.09,10000.0,13714,13714,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,-1
Back to Bed,0.8140293637846656,1839,4.49,750000.0,242,222,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Batter Up! VR,0.9411764705882353,17,7.19,10000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,-1
Macbat 64,0.8571428571428571,91,1.69,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
ShineG Has Nightmares,0.8285714285714286,35,1.69,10000.0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,-1
✌ Johnny Rocket,0.6428571428571429,14,7.19,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,-1
Chicken Farm 2K17,0.7033492822966507,209,0.0,75000.0,43,43,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4,-1
SHOCK TROOPERS,0.7945205479452054,73,5.59,35000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,-1
DESOLATE,0.7009294696555495,3658,19.99,150000.0,503,987,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,-1
Unforgiving Trials: The Space Crusade,0.5901639344262295,244,0.99,350000.0,243,233,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-1
Pizzarian,0.8666666666666667,15,2.79,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
Injustice: Gods Among Us Ultimate Edition,0.8565166569257744,10266,14.99,1500000.0,288,320,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,-1
Live2DViewerEX,0.8796296296296297,756,3.99,75000.0,55,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,-1
Battle Islands: Commanders,0.4854111405835544,754,0.0,350000.0,10,10,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4,-1
BLUE REVOLVER,0.9914893617021276,235,10.99,10000.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
Freddi Fish and Luther's Water Worries,0.8,30,3.99,35000.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
Ben The Exorcist,0.8888888888888888,18,4.79,10000.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-1
